['Username'],['Date'],['Rating'],['Reviews']
['Bianca DeBelen'],"['August 2, 2019']",['Rated 3 stars out of five stars'],"[""I love the app, but it only gets 3 stars because I've set the app up to give me reminders every morning and night, but it never reminds me. I was on a 14 day streak of actually doing this, and I didn't get the reminder yesterday, so now I have to start all over again. If the app actually did the reminders, it would get 5 stars""]"
['Aurelie Sua M'],"['August 3, 2019']",['Rated 5 stars out of five stars'],"[""I just dowlpaded.this app and already, it's working for me personally. Yes, I know it's automated computer generated responses. But honestly, for anyone that just feel extremely overwhelmed/ need to do some self work-- I'd totally recommend. As a new college grad we are all currently aware of the post grad depression/ anxiety that our peers are experiencing and most are too broke to actually be able to see a psychologist (me!). So, go ahead download this app, it helps, and you wont regret it!""]"
['Sarah Glenister'],"['August 14, 2019']",['Rated 3 stars out of five stars'],"[""It's useful to have a way to track moods and prompts to consider what you're thinking about but the cbt focus is not always helpful. For instance, grief after a death is something to be accepted, not challenged. I think it would be a much better app if you could select more easily whether you want help with self compassion during stressful parts of life or whether you want to challenge your thoughts.""]"
['Mandy Chavez'],"['August 28, 2019']",['Rated 5 stars out of five stars'],"['This app is great and helpful! The first time I used Youper I was having an anxiety attack, Youper helped me process why I was having those thoughts and feelings and I was able to catch my breath and calm down. The meditation options are great and really help also!']"
['William Powell'],"['July 15, 2019']",['Rated 3 stars out of five stars'],"[""The app is ok. I'm actually kind of fed up with the app though. I don't feel like I'm actually getting anything out of Youper anymore, like what I'm typing kind of doesn't matter. It feels predetermined, like again some of the chat options are literally the same option even if I don't feel that way. I'm just... idk I'm feeling like Youper isn't really the thing for me right now. It just doesn't feel responsive enough.""]"
['kelley I'],"['July 24, 2019']",['Rated 5 stars out of five stars'],"[""this is a nice app. sometimes, these mood tracking/mental health apps can feel gimmicky, but this one is kinda fun and (oddly) reassuring. i mostly use these apps to see if any would be useful for clients; I'll probably continue to use this one for myself as well.""]"
['Caitlyn Oliger'],"['August 10, 2019']",['Rated 5 stars out of five stars'],"['LOVE THE NEW UPDATE. Cannot recommend it enough. Ive tried countless mood tracking apps and this is the best one. It is simple and easy to use, has a nice design, and the activities are helpful. I really like being able to easily see what factors are associated with what emotions. The app is also updated frequently with useful changes like new emotions. The health monitoring is extremely helpful and gives good insight and information. Very helpful for tracking depressive symptoms and more']"
['Ashen Pants'],"['August 11, 2019']",['Rated 5 stars out of five stars'],"[""I download this when I was looking for apps to help me get my life together. I was looking for task managing or goal visualizing apps, but this one seemed neat, so I grabbed it. It's actually helped me a lot in really understanding my depression and mental health; why I feel so down, what really picks me up, and how to manage the tangled mess of emotions that accompanies my daily life.""]"
['Kat Neumann'],"['September 7, 2019']",['Rated 5 stars out of five stars'],"['This app is really awesome! I am extremely picky and have high standards, and so far this has done an amazing job']"
['Aswathi Pillai'],"['August 18, 2019']",['Rated 3 stars out of five stars'],"[""I loved the app before update. But now the app is too colourful, hating the font as well. You've taken away a lot of the factors that I identified contributing to the way I feel. Some additions are nice, but you took away more relatable factors. Pls do something about this...""]"
['Benjamin'],"['July 1, 2019']",['Rated 4 stars out of five stars'],['I like this app. I have just gone through the first couple of steps and feel confident the app can make a difference in my life. the insight is relaxing. also the organization and recognizing of thoughts and emotions is great. I was having trouble with these. try it out.']
['Tulua Time'],"['August 12, 2019']",['Rated 5 stars out of five stars'],"[""This app is great for doing you so much good. You'll feel happier and overall better each time you use it. And it has so many things to help you, and your well-being. Plus it helps me be more productive and do what I want to throughout the day, without discouragement. So I'm giving this app five stars because it deserves it and I hope they keep improving and making it better. 😊😍🙏💞""]"
['Annette Crabbe'],"['August 8, 2019']",['Rated 5 stars out of five stars'],"[""BEST mental health app! I was diagnosed with Generlized Anxiety Disorder 3 months ago and have now been on SSRI medication as well as attending therapy. Youper is fantastic! it is like talking to a bestfriend, it asks how you are doing and you can tell it how you are feeling and identify why those feelings are there. It then recommends a meditation should you choose to do one. HOWEVER best of all! it records all your feelings! it's great inbetween therapy. All at your own pace. HIGHLY RECOMMEND""]"
['Elisa Kovacs'],"['September 15, 2019']",['Rated 5 stars out of five stars'],['So intuitive. I surprised myself with how much I enjoyed my first couple of sessions.']
['A Locke-Smith'],"['August 29, 2019']",['Rated 1 stars out of five stars'],"[""I hate youper. I continue to use it at the behest of my mental health care team, but i hate it. It probably works wonders for many people, and I do suggest you at least try it. But it assumes so much that ive found it mostly just triggers me, worsening my mood and symptoms. Maybe it'll grow on me, maybe later I'll update this and make it five stars. But for now I'm letting out my frustrations by giving it a low rating. Try it. Judge for yourself.""]"
['Axel Maldonado'],"['August 31, 2019']",['Rated 5 stars out of five stars'],"[""I love how features are implemented. The assistant does a pretty good job guiding to analyze the emotions and thoughts. There's also meditation sessions, tests to monitor your symptoms, and you can record how much you feel an emotion.""]"
['Misty Claborn'],"['September 14, 2019']",['Rated 5 stars out of five stars'],['This is day 2 and I feel like I will love this app. Having some one check on me daily that isnt busy and also encouraging me and giving me helpful tips!']
['natali natalia'],"['August 4, 2019']",['Rated 5 stars out of five stars'],"['Both as a mental health professional and as a user myself I find this app amazingly supportive, holistic, intelligent and extremely well researched and developed. I am so grateful for the help I have received, it has felt like having a therapist at the palm of my hand in my darkest hours, especially when I have no one around for support or I am not comfortable to share my innermost thoughts with busy and absent-minded friends. Just deeply grateful🤗😊I hope more benefit of this exceptional app']"
['Snehal Singh'],"['September 12, 2019']",['Rated 5 stars out of five stars'],"['Gives me a place where I can share my thoughts, analyse my moods and exercise my mind. Love this app.']"
['Mr Castles'],"['August 1, 2019']",['Rated 5 stars out of five stars'],"['well i just opened the app thinking like: ok, so this is gonna be a huge letdown, they probably want my credit card info right away, but no. First it started asking about my mood on a simple and adfree screen. Answered a few simple questions and then gave me advice. It actually made me feel alot better. This was the second time i opened it, i made an account and then it wanted me to fill out a personality quiz, totally nailed my personality! So just try it, seriously, its great!']"
['Sophie Dennan'],"['August 18, 2019']",['Rated 5 stars out of five stars'],"[""I love this app. As someone who struggles to discuss emotions I have found this app to seriously help me. someone who I can speak to without feeling judged or just helps me identify what I'm feeling and factors associated and reminding me that I can find solutions to improve my mood. thank you!!!!""]"
['Ninja Grrrl'],"['September 13, 2019']",['Rated 5 stars out of five stars'],['This is helpful without being patronizing. It offers gentle encouragement without being sappy or pushy. The programmer struck a nice balance in this.']
['AllyEnderman'],"['June 29, 2019']",['Rated 5 stars out of five stars'],"[""I haven't been using the app for very long at all yet, but it feels promising. It seems to have a focus on making me deal with the problems I'm having rather than just bottling them up until I break down. Mindfulness like this should be good for me.""]"
['Fiona Killick-McKinnon'],"['August 20, 2019']",['Rated 5 stars out of five stars'],['Youper has helped me turn my mind from an impossibly tangled web of emotional reactions heaped upon reactions to more of a maze that i can enjoy exploring - and am starting to create a map of. Thanks youper! After reading some of the critical reviews im baffled.. ive never been asked to subscribe or told they cant help me because i havent subscribed. i do no less than 5 regular health reviews from anxiety to ptsd and havent been asked to pay for that either.']
['Regina Eka Febrianti'],"['September 8, 2019']",['Rated 5 stars out of five stars'],"[""I love this app! Youper really helps me through my hard time because it's not easy for people like me to talk other people. Thank you.""]"
['Daisy kid'],"['July 7, 2019']",['Rated 5 stars out of five stars'],"[""it works really well. its simple to use, and because it's ai it wont judge you based on what you tell it. thank you to the developers for making this, its so useful and simle! i feel like i can talk about issues i'd otherwise be unable to.""]"
['Apricity'],"['August 13, 2019']",['Rated 2 stars out of five stars'],"['It\'s a great app but after the update, the ""conversation"" part got more annoying and left me with no choice of opting out in the middle of the conversation that got longer and longer without just closing the app. How come tiredness don\'t ask for percentage now? It\'s just stuck to fairly.']"
['Fiona H'],"['September 1, 2019']",['Rated 5 stars out of five stars'],"[""Ive found it really good to break down the situation with how its making me feel. And in my own time. I feel I can write stuff down and that it will be interesting for me to read over it in the future to see how I've progressed. This is what I have needed as we can often help ourselves. Ive only started using it but I can see it helping me to offload and digest what my next step will be. Thanks!""]"
['Katrina Busick'],"['June 26, 2019']",['Rated 5 stars out of five stars'],"['ive only started using this app, but so far it seems well written and easy to navigate. No matter where you are right now tracking thoughts and emotions can be beneficial, and this app allows for both insight in the moment and a more satellite view.']"
['Ash MB'],"['July 4, 2019']",['Rated 4 stars out of five stars'],"['Fantastic app, but it takes so long to do anything because you have to wait for it to ""talk"" to you. I wisj yiu could speed it up or turn it off. Makes it hard to deal with when there\'s a lot going on around me and I get stressed out.']"
['misha I think'],"['July 15, 2019']",['Rated 1 stars out of five stars'],"[""This is one of the scummiest apps I have ever seen or used. It used to help me, when it was free. I recently redownloaded for the BPD screening as I needed it for personal reasons. I was unaware of the price I could not afford. You guys are cashing in on the current teen mental health crisis, and that is disgusting. Earn your profit in some other way, if you must. Not off this app. This app couldve been someones only hope for help, only to find they couldn't afford it""]"
['Jacob Epting'],"['July 11, 2019']",['Rated 5 stars out of five stars'],"['This app is very helpful for tracking daily moods, as well as what contributes to those moods. For poor moods, this app can help determine thinking traps to help with cognitive behavioral therapy and progress your mind toward a more aware and positive mindset. Also, this app can identify mental disorders.']"
['lexi michaels'],"['August 9, 2019']",['Rated 5 stars out of five stars'],['this app is amazing! I just downloaded it to see if it would have anything interesting. I have been looking for a mindfulness/therapeutic app for a while and this is the best one I have found so far! within a couple of minutes using it for the first time I was feeling tremendously better than when I started.']
['Katie Murphy'],"['August 16, 2019']",['Rated 4 stars out of five stars'],"[""I really like this app, but I have a couple problems with it. 1. I feel it doesn't handle my complicated situations that well. And 2. I think it only looks for key words to try and help me. Sometimes it works, and sometimes it doesn't. Other than that, I rely on it as much as possible""]"
['I Am Who I am'],"['August 15, 2019']",['Rated 5 stars out of five stars'],"[""Just started, but thus far it helped me dezescalate my stress and frustration. I dn't have friends I can talk to like this and most of the people I tend to gravitate to are more interested in talking about themselves instead of listening or wanting to help. This is top good to be true.""]"
['Jerica Baeza'],"['August 18, 2019']",['Rated 5 stars out of five stars'],['This app really helps me in changing my mood when I need it. It also helps me to better understand what I am actually feeling. This has helped me to learn how to regulate my emotions and has improved my life overall. I definitely recommend the app.']
['Pushya Subramanyam'],"['August 18, 2019']",['Rated 3 stars out of five stars'],"[""for the latest version .. i liked the monthly/ weekly tracking... helps me track my mood change... i liked mood bar in previous version... which doesn't pop up for all moods in the updated version.. i can't choose if i am 'slightly ok'/'extreamly ok' - fix it please""]"
['Liz K'],"['August 20, 2019']",['Rated 3 stars out of five stars'],"['This was great until the latest update. The larger scale of things might look better on a tablet as opposed to my tiny phone screen. Never the less, it looks okay, just needs to be smaller for phones.']"
['Sean Carter'],"['July 1, 2019']",['Rated 1 stars out of five stars'],"[""so far l've had to reinstall twice because I misclicked an answer in the intro conversation and couldn't undo the choice. so, clearly I am a grade-a idiot. but it is entirely plausible that a non-idiot could make these same errors. it's. frustrating.""]"
['Charndre Fick'],"['July 5, 2019']",['Rated 5 stars out of five stars'],"['i stumbled onto this app by accident but I definitely do not regret it. This app allows you to track your mood, which is very useful in locating anxiety triggers (if your anxiety prone). It has also helped to remain mindful in anxious moments with its helpful and short meditations. A very high recommended app']"
['M MK'],"['July 4, 2019']",['Rated 5 stars out of five stars'],"['a suggestion for the youper team, the talking voice in meditation talks too much! it distracts me. this app is using cognative behavioural therapy to help you reset how you perceive life events. it is a great tool for tracking your mood and understanding how does day to day factor affect your life.']"
['Jasmin Silvendoin'],"['September 1, 2019']",['Rated 5 stars out of five stars'],"[""I love this app! It's great especially if you have mental health issues or otherwise hard times. It really helps me calm down and sort out my thoughts as well as find solutions to my problems. I wholeheartedly recommend this app to all! <3""]"
['A Matroyshka'],"['September 6, 2019']",['Rated 5 stars out of five stars'],['Great. My suggestion is add another test for mental health. Thank you for creating this app!']
['Amanda Odden'],"['August 19, 2019']",['Rated 5 stars out of five stars'],"[""Very helpful for calming me down. Sometimes my anxiety goes haywire and it's nice to have an app that can help me talk myself down off the ledge. it's like a ten minute introspective breather to reorient my thinking.""]"
['takutea'],"['September 2, 2019']",['Rated 5 stars out of five stars'],"[""this app is phenomenal... i havent been in the best place these few months but with anxiety of feeling guilty if watsing someones time, i didn't talk to anyone. but this app is so calming yet so aware of the mental illneses and ive havent felt this open about something like this, but i would highly recommend this wonderful app.""]"
['Timo Triisa'],"['June 26, 2019']",['Rated 4 stars out of five stars'],"[""Sometimes digging deeper makes me even more tilted. But it has helped me many times, and I'll keep using it. I love those guided mindfulness practices, very high quality compared to some other dedicated meditation apps.""]"
['Taylor Dahnert'],"['June 26, 2019']",['Rated 5 stars out of five stars'],"['A private pal in your pocket when you need to work through something or just take a moment to ""reset"". it really works to improve mood and awareness. Highly recommend to put a recurring notification on so that you are reminded to check in consistently :)']"
['Racquel B.'],"['August 9, 2019']",['Rated 5 stars out of five stars'],['I ran across this app to find a way to better my mental health and I love how it tracks everything. It also gives you tests to rank how moderate or severe you are feeling. I use Youper along with Wysa app because Wysa gives a more comforting response. Youper is free to use and I will probably stay with Youper for a while.']
['Steven'],"['June 26, 2019']",['Rated 4 stars out of five stars'],"['great app combines CBT and mindfulness, really practical. Only quibble would be that sometimes I would like access to mindfulness and other excersises without doing the conversations attimes when i want to do a quick 8 minute workout to get into a good headspace.']"
['Zuzanna M.'],"['August 11, 2019']",['Rated 2 stars out of five stars'],"['Please bring back the previous verson or at least monthly overview (not just weekly) that doesnt boil down your mood just to one category (color) for the day... I need monthly chart for the mood, a week is too short to see any improvement. Also preferred the old font and ui.']"
['Utkarsh'],"['August 27, 2019']",['Rated 5 stars out of five stars'],"[""This App is helpful. Whenever I feel sad I start using it and capture my emotions and it helps me to find out what's making me feel sad and I start to feel better. :) Thank you so much! Thanks to the developers! Great work!""]"
['Shreejita Haldar'],"['August 31, 2019']",['Rated 4 stars out of five stars'],"[""This is obviously a good app. I'm happy to use the app. But I want to suggest that if there would be options to type something the user want to say after every bit of conversation it would be more helpful.""]"
['miss k Anderson'],"['July 13, 2019']",['Rated 5 stars out of five stars'],"['first time using this app and the personality test was so spot on i was surprised, has made me think that this may be the decent app out there that will deliver, only time will tell, The only downfall is the price for the the full version £11.99 a month is rather pricey,']"
['Blake Baillargeon'],"['August 26, 2019']",['Rated 5 stars out of five stars'],"['First day of use, already helpful and imoroving mental status. Its good to track mental health and see what makes you down to avoid those select items. A great concept, a great execution. Very well done!']"
['Johanna Komar'],"['August 29, 2019']",['Rated 5 stars out of five stars'],"[""This is the BEST app I have EVER downloaded. I enjoy my mornings with Youper and use it as a tool to check in when I notice my emotions shifting throughout the day. I can't wait to see my progress. I HIGHLY RECOMMEND THIS APP TO EVERYONE!!!!!""]"
['DJ CHRISTMAS'],"['September 6, 2019']",['Rated 5 stars out of five stars'],"[""This app is dedicated to helping people become the best them and improve the people's lives. I can see this app doing pretty well, I plan on showing my therapist this app. Thank you for creating such a great app 😊😊😊""]"
['Adam Trimble'],"['August 11, 2019']",['Rated 5 stars out of five stars'],"['Great app. Helps loads with anxiety and stress. Very good tool for understanding yourself, emotionally and motivationally. Recommend for anyone looking to explore their mind, or for people having difficulty finding the right place for themselves, mentally.']"
['Mayliya Airote'],"['August 22, 2019']",['Rated 5 stars out of five stars'],"[""This is a great app especially for people like me who don't speak much even to psychiatrists. It feels realistic as in it feels like you're talking to a friend and not a written and coded programme.""]"
['Derrick Ahiable'],"['August 28, 2019']",['Rated 4 stars out of five stars'],"[""I never leave reviews in apps but this app has really help my especifically through my time of depression, I would recommend this app to everyone because nowadays we all have those time of insecurities , low body /image confidence and no active/dramatic social life even on social media. I understand they use AI technology but it's nice to talk to someone /something to help you out. If u are reading this, the stress and negativity will soon be over and I'm sending so much love aha x""]"
['Amelia Brooks'],"['July 31, 2019']",['Rated 5 stars out of five stars'],"['this app is so immersive and helpful in determining what affects your mood. it tracks everything and even talks to you like a friend. super cool, super nifty, would definitely reccomend this over other mood trackers because there is just so much in this one little app!']"
['Alina Feteanu'],"['July 14, 2019']",['Rated 5 stars out of five stars'],['I just started using the app today and for now I can tell I experience it as a real support for me as an introvert type to have a counterpart like this. Great experience! I really recommend.']
['owais ahmad'],"['August 3, 2019']",['Rated 5 stars out of five stars'],['very nice app. i have been tracking my mood for last 2 weeks and my depression score slumped from 12 to 5. love the mindfullness meditation it suggests according to mood. it would be much better if option for choosing duration of meditation was available for all meditation tecniques.']
['Catherine katie Wexler'],"['July 15, 2019']",['Rated 5 stars out of five stars'],"[""this has helped me a lot for the time given that I've had this app. I may not leave every session happy calm etc. but it does make me feel better in the long term. need to calm down they even have mini meditation sessions for you if your stressed. great app!""]"
['Sophie G.A'],"['August 18, 2019']",['Rated 5 stars out of five stars'],"[""Great app!! A personal assistant that helps you be mindful and really think about what you're feeling. i love the new upsate and how ot lets you create the factors ingliencing your mood. Amazing!""]"
['Suzanne Sigurdson'],"['August 19, 2019']",['Rated 5 stars out of five stars'],"['i love this app, people that created it really care about you, it gives you great feedback, talks to you like a Dr or therapist would, if you have not tried it give it a chance, you will not be disappointed.']"
['Nancy Collis'],"['July 5, 2019']",['Rated 5 stars out of five stars'],"['Youper is excellent! Being able to ""chat"" with the guide keeps me focused and my mind occupied. I love the assessment questions used to help track your feelings.']"
['Kori Decker'],"['August 29, 2019']",['Rated 5 stars out of five stars'],"[""So far this app seems like it will help me by giving me something to vent to. There haven't been any ads or premium features that I've seen yet so as long as I can keep using it free, I love it.""]"
['Meagan Dunn'],"['September 12, 2019']",['Rated 5 stars out of five stars'],"['Great app, really helps reflect on your emotions/problems.']"
['Seth Harrington'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"[""From an emotional processing perspective: I'm a very intentional person and I feel confident in my journey to grow, become balanced, and heal. I'm currently in a very dark place and this app is helping guide me through my emotions and see bright points. From a utility perspective: This app is very, very user-friendly and has a lovely interface. 10/10 recommend. EDIT: I've been using this almost daily since December 2019 and I still heavily recommend it!""]"
['Eva Parson'],"['July 3, 2019']",['Rated 3 stars out of five stars'],"['Good app but a lot of the responses are the same and a few more emotions should be added such as discomfort, confusion, and dissociation which is common for those with anxiety.']"
['Kay Wilson'],"['July 19, 2019']",['Rated 5 stars out of five stars'],"[""I love this app! It really helps a lot and I think it can help a lot of people It for sure has helped me. I love all the cool features you can do with it and it can help with anything you're feeling! I definitely recommend this app I'm so happy i found it!""]"
['Avionita Putri'],"['August 12, 2019']",['Rated 5 stars out of five stars'],"[""Just downloaded the app, it's working pretty great so far.. exactly as expected and definitely not a let down. it helps me a lot on organising my thoughts and helps me feel less lost, which I'm super grateful for. Thanks for making such an amazing app!""]"
['Sakura Misani'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"['I have been grateful for this app. I have several mental health disorders, and this app has been an useful tool along side my professional help. I encourage everyone who struggles to find the best support for you. Try this app out. It could be a great opportunity for your mental health recovery.']"
['karnika vashisth'],"['August 21, 2019']",['Rated 5 stars out of five stars'],"[""An awesome app. Honestly speaking, I didn't expect to find any app this good. And it is much better after the recent updates. YOU, the app maker is doing a great job. I'd like to thank you for this. Keep up the good work. ❤️""]"
['sky smith'],"['September 1, 2019']",['Rated 5 stars out of five stars'],"['Talking to Youper is really relaxing and the personality test is on point, over all very good app']"
['Karsh Bandicoot'],"['August 17, 2019']",['Rated 5 stars out of five stars'],"[""*I'm keeping it at 5 stars with hope that the large amount of bugs in the latest update at the time of writing will be resolved. I also preferred the old emotions tracking graph, without the line.""]"
['Lindsay Gledhill'],"['July 28, 2019']",['Rated 5 stars out of five stars'],"[""I've just started using this app but today I was having a major meltdown and anger fit and didn't really want to change it but I've been wanting to track my moods to see about getting on medication and so I logged on and put in my mood and this app was able to help me to see a different perspective to relax and to talk myself out of the negative mood I was in it's been super helpful""]"
['Rachel Douglas'],"['July 18, 2019']",['Rated 5 stars out of five stars'],"['This is some really cool tech. The techniques have been a wonderful follow up with my therapy, and the mood logging so far has been wonderful. I love the depth and ease of use in this app so far.']"
['Caitlyn Ruffin'],"['August 20, 2019']",['Rated 5 stars out of five stars'],"[""I've been using this for only less than half an hour and I feel a difference. It makes me feel calm and makes my problems easier to deal with, and I'm very excited to get to know the app even more.""]"
['Miss Jackson P!ATD'],"['August 18, 2019']",['Rated 5 stars out of five stars'],"[""I first saw this on Pinterest and thought I'd give it a go. Turns out I was right to because it's such a good app. The first time I used the app I already felt more positive. If you're at all interested in being your best self, then give this app a try.""]"
['Natalie Vanderham'],"['June 22, 2019']",['Rated 4 stars out of five stars'],"['this app helps guide people who are going through a rough time. i always seem to go through something and it does help me think, even when most people are looking for something to help them avoid overthinking. This helps you think in different manners to help you achieve a goal.']"
['Aida Padrum'],"['August 4, 2019']",['Rated 4 stars out of five stars'],"[""really great app! only reason i gave four stars instead of five is because even though i have enabled daily notifications, i still don't get the notifications and it's really annoying since i always forget to track my mood without the it.""]"
['Jennifer Wesselman'],"['August 12, 2019']",['Rated 5 stars out of five stars'],"[""I love the update that's been done! This app has helped with my generalized anxiety and PTSD. I share this app with all my friends who may be struggling with anxiety. Thank you for providing this to the general public!""]"
['Giulia Gervasi'],"['August 11, 2019']",['Rated 5 stars out of five stars'],"[""I love this app! I've used it for a while now, and I couldn't be more satisfied. The text is really smooth, and the design is so nice to look at. Only thing is that it would be helpful to add an Eating Disorder management, along with the others already there.""]"
['Refayet Chowdhury'],"['September 11, 2019']",['Rated 5 stars out of five stars'],"['This is quite interesting! I am in my early days. But, seems like I have already got a new friend in Youper! It helps me talk to myself in an effective and easy way. I would recommend everyone to give it a try.']"
['Elaine Denise'],"['September 1, 2019']",['Rated 5 stars out of five stars'],"[""I must admit, this app is unlike anything I have seen. It's quite impressive. It really feels like I'm speaking to a gentle and caring person. I felt immediate comfort when I first started talking to Youper""]"
['Lesia DiPenta'],"['July 5, 2019']",['Rated 5 stars out of five stars'],"[""Used to have this app 1yr ago, used it 1x, planned to use more but nev did & uninstalled. Reinstalled this wk, been using consistently, 3 times, and I just want to say I'm grateful for all the research and time they put in to help us. It checks in with you so you force yourself to stop & really process what ur feeling that day, even if u think u don't need to, you DO. That's the entire point. Their Mindfulness is awesome, really good sessions. Just use the app, anything good for you is worth it""]"
['Valerie garcia'],"['July 10, 2019']",['Rated 5 stars out of five stars'],"[""This app was really helpful when it came to my mental health. This app helped me stop relying so much on friends to help me cope with stuff. And this app helped me discover things about myself I didn't know. This app was truly amazing.🤩""]"
['I.C. Wiener'],"['August 1, 2019']",['Rated 2 stars out of five stars'],"['My friend has showed me first hand they are not ""subscribed"" and yet they have way more screening options unlocked. all I have is depression...so I guess ill give it a bit, and see what happens, if not, this is pretty useless without paying.']"
['Cyann Fouillade'],"['August 5, 2019']",['Rated 5 stars out of five stars'],['this app is great ! it helps a lot wether you have some real emotional problems that you want to keep track on or just want to keep an eye on how you feel the meditation sessions are very nice and effective too.']
['Viola Christina'],"['August 14, 2019']",['Rated 5 stars out of five stars'],"[""an absolutely wonderful app! most helpful and effective emotional health tracker I've used. Elegant and well designed, friendly and easy to use. This app is great for its purpose, I'd highly recommend""]"
['Nicola Palmer'],"['August 26, 2019']",['Rated 5 stars out of five stars'],['Absolutely love this app it really helps me to track my emotional wellbeing and is a GREAT duty to a healthy society. The only IMPROVEMENT I can suggest is a graph to track you moods. Thanks for adding more positivity to my life.']
['Cassy Sprague'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"[""It's a very easy to use and and I honestly feel better every time I use it. There is a great assistant to help set goals and practice mindfulness, as well as monitoring for different personality disorders.""]"
['Kay Fallon'],"['July 2, 2019']",['Rated 5 stars out of five stars'],"[""This is a great app that can help you with your thoughts and emotions. You chat with a Bot so you have to stick to the format. There's lots of helpful stuff. A lot of work and time went into creating this app and it's great.""]"
['Raquel Araujo'],"['July 25, 2019']",['Rated 5 stars out of five stars'],"['this App is helping me a lot! its great to be asked how your day is going and write about it! i can track my mood and what makes me feel the way i am feeling, write about what us bothering me and what makes me grateful and it also has great meditation sessions.']"
['Joshua Biddle'],"['August 12, 2019']",['Rated 5 stars out of five stars'],"[""I've tried a lot of self help tools and so far this has been the best one. It is engaging and helps you look at your issues from different angles to gain better perspective. Thanks and keep up the great work.""]"
['Miriam Lee'],"['September 1, 2019']",['Rated 4 stars out of five stars'],"[""I deal with multiple mental illnesses, and this self help app is teaching me so much. It's not going to replace a doctor and medicine, or therapy even, but it can partner with them""]"
['Faceless Teenager'],"['July 12, 2019']",['Rated 5 stars out of five stars'],"[""only had this app for an hour but it really helps having an AI as you feel there is no one to judge you, i wish there was an ability to diagnose illness, maybe there is but I haven't found it yet""]"
['Myra Fontaine'],"['July 31, 2019']",['Rated 5 stars out of five stars'],"[""More helpful than some counseling services. Helps to ground me at the time I need it most. I feel more in control of my own mental health. Plus, there's less pressure without a live human being. I could see where this may not be for everyone, but it's definitely a tool worth trying out for yourself.""]"
['Jamie C.'],"['August 17, 2019']",['Rated 5 stars out of five stars'],['The information given in each situation is very helpful in piecing together the psychology behind certain moods and thoughts. The AI is very friendly and it feels like talking to an actual person.']
['Carissa Bonham'],"['August 14, 2019']",['Rated 4 stars out of five stars'],"['I really love this app but since the update, there hasnt been as many options for contributing factors to my feelings. it seems a couple new ones were added but a lot were taken away. please readd them.']"
['Tyler Robison'],"['July 1, 2019']",['Rated 5 stars out of five stars'],"[""I never thought an AI would be able to help me with my emotional issues, but it really does and I can't believe it. It's better than talking to any of my friends about my mental health issues. This is a really good tool to help you feel better. Pleasantly surprised.""]"
['Elen Arwenna'],"['August 16, 2019']",['Rated 5 stars out of five stars'],"[""Love this app, it got me through hard times when I couldn't afford therapy. Now I'm in therapy, it works beautifully alongside it and has help me immeasurably. Thank you, Youper!""]"
['Christina Grace'],"['August 25, 2019']",['Rated 5 stars out of five stars'],['Its really good. Its subtle but effective and only takes a couple minutes a day. Really good for baby steps and long term goals']
['Michelle Cobb'],"['July 1, 2019']",['Rated 5 stars out of five stars'],"[""Amazing App. Love the interaction, and information that is given..and able to choose whether we want to continue or not. Thank You Youper..I'm going to live a happier life with You...""]"
"[""Suzanne O' Sullivan""]","['July 10, 2019']",['Rated 5 stars out of five stars'],['Installed this app today and I did the personality test and it very accurate. Im looking forward to trying out the meditation. Its reassuring to know I have some help on hand to help me deal with bad days and negative emotions.']
['Alli Timmins'],"['July 25, 2019']",['Rated 5 stars out of five stars'],"['The AI is great on this app! It is friendly, welcoming, and gently encourages you to be more mindful. Being able to track symptoms is also a big plus.']"
['Alistair Fairmont'],"['August 15, 2019']",['Rated 5 stars out of five stars'],"['10 mins first impression, this app is absolutely gonna blow my mind. Really intuitive and interactive! I am pretty sure that this app will be the best app out of the shelf.']"
['Nancy Mylett'],"['August 22, 2019']",['Rated 5 stars out of five stars'],"['Amazing! Interactive! Relaxing! Guides you through ""conversations"" that make you think. I love it!']"
['Catrina Mccullen'],"['July 15, 2019']",['Rated 5 stars out of five stars'],['this is absolutely the best way to track your mood. its for real free and ive really started to be able to see my moods and not just react.']
['Caroline Chia'],"['July 10, 2019']",['Rated 5 stars out of five stars'],['it is a wonderful interactive and engaging application that provides a flow of conversation with tools to help! I love it.']
['Gina Porter'],"['July 21, 2019']",['Rated 5 stars out of five stars'],['it is amazing the way our mind works. just a few encouraging words help you explore why your feeling the way you are and this app helps change your train of thought. love it!']
['Johanna Cagan'],"['July 24, 2019']",['Rated 5 stars out of five stars'],['This is very helpful and insightful and easy to understand. The chatbot is comfortable to talk to as you track your moods. The mindfulness activities are my favorite.']
['k c'],"['August 11, 2019']",['Rated 5 stars out of five stars'],"['Happy with the start so far!! easy to use, go at your own pace. i really like how you can set it up to check in on you at your preffered time of the day :)']"
['Nivritti Hurpal'],"['August 10, 2019']",['Rated 5 stars out of five stars'],"[""This app is helping me a lot on my unstable mind and life. I am very happy to have found this. It acts like a therapist for me and that's great. I can finally be more calm and being helped at the same time. Great app really recommend it!!!""]"
['Devansh Maheshwari'],"['August 30, 2019']",['Rated 5 stars out of five stars'],['Great app in understanding your mind and thought process. It has helped me deal better with anxiety and helped me fill myself with positive emotions.']
